1,113020,601233,12.280,0.500,380000.0000,8.60,15.96,20190523,108.0000,20241119,191020,316164.330000,20181212
1,110047,600567,3.340,0.600,230000.0000,2.34,4.34,20190527,113.0000,20241121,190047,229936.000000,20181210
1,113521,603626,8.700,0.700,61000.0000,6.09,11.31,20190522,110.0000,20241116,191521,6346.350000,20181207
1,113519,603569,11.150,0.800,70000.0000,7.81,14.50,20190513,115.0000,20241107,191519,69689.120000,20181130
1,113520,603313,14.280,0.700,51000.0000,10.00,18.56,20190514,110.0000,20241108,191520,6116.280000,20181126
0,128046,002258,18.620,1.000,85200.0000,13.03,24.21,20190423,108.0000,20241017,128046,85188.830000,20181109
0,123015,300297,5.790,1.000,53800.0000,4.05,7.53,20190218,108.0000,20240813,123015,10035.770000,20180913
0,128044,002717,5.910,1.000,66000.0000,4.14,7.68,20190220,107.0000,20240814,128044,65922.310000,20180904
0,123012,300057,5.310,1.000,95000.0000,3.72,6.90,20190128,106.0000,20240720,123012,12904.430000,20180829
0,128043,002793,6.220,1.000,28132.0000,4.35,8.09,20190208,110.0000,20201103,128043,327.920000,20180827
0,123014,300407,8.120,1.000,34989.4800,5.68,10.56,20190211,106.0000,20230727,123014,11615.960000,20180821
1,113516,603323,5.520,1.000,250000.0000,,7.18,20190211,110.0000,20240802,191516,128862.170000,20180820
0,123013,300539,9.130,1.200,14000.0000,6.39,11.87,20190201,110.0000,20240726,123013,3824.630000,20180820
0,123010,300422,12.200,1.000,43000.0000,8.54,15.86,20190111,108.0000,20240705,123010,42964.970000,20180814
0,123011,300473,34.540,1.000,56470.6600,24.18,44.90,20190124,112.0000,20240718,123011,25074.640000,20180814
0,128041,002446,6.850,1.000,100000.0000,4.80,8.91,20190123,110.0000,20240717,128041,5318.390000,20180814
1,110045,600398,11.750,0.800,300000.0000,8.23,15.28,20190121,108.0000,20240713,190045,294975.200000,20180731
1,110044,600831,6.900,1.000,80000.0000,4.83,8.97,20190103,108.0000,20240627,190044,7094.220000,20180724
0,128040,002758,11.290,1.000,22400.0000,7.90,14.68,20181221,108.0000,20240614,128040,22229.410000,20180713
0,128039,002224,5.810,1.000,62000.0000,4.07,7.55,20181214,106.0000,20240608,128039,20264.200000,20180629
1,113509,603179,14.220,1.000,45000.0000,9.95,18.49,20181210,106.0000,20240604,191509,12889.610000,20180622
1,113508,603225,15.780,1.000,215300.0000,11.05,20.51,20181105,108.0000,20240426,191508,215218.450000,20180516
0,128037,002542,7.990,1.000,60366.0000,5.59,10.39,20180921,108.0000,20240315,128037,60308.500000,20180425
0,128036,002548,7.390,1.000,65000.0000,5.17,9.61,20180917,106.0000,20240309,128036,14633.090000,20180402
1,113505,603618,7.140,1.000,78000.0000,5.00,9.28,20180912,108.0000,20240306,191505,74986.510000,20180327
1,113504,603989,21.130,1.000,69100.0000,14.79,27.47,20180910,106.0000,20240302,191504,56054.450000,20180323
1,110043,600908,5.790,0.800,300000.0000,,7.53,20180806,106.0000,20240130,190043,299881.420000,20180314
0,128035,002008,52.100,0.600,230000.0000,36.47,67.73,20180813,105.0000,20240206,128035,229967.140000,20180305
0,128034,002807,4.500,0.800,200000.0000,,5.85,20180801,106.0000,20240126,128034,175816.150000,20180214
0,128030,002100,7.850,1.000,100000.0000,5.50,10.21,20180628,108.0000,20231222,128030,9756.480000,20180129
0,128033,002658,8.830,1.000,52000.0000,6.18,11.48,20180703,106.0000,20231227,128033,51981.950000,20180129
0,123007,300409,14.950,1.000,48000.0000,10.47,19.44,20180704,107.0000,20231228,123007,30409.000000,20180126
0,123004,300197,3.980,1.000,110000.0000,2.79,5.17,20180622,106.0000,20231218,123004,80323.430000,20180126
0,128032,002472,9.890,1.000,100000.0000,6.92,12.86,20180629,106.0000,20231225,128032,99949.430000,20180125
0,128029,002078,8.550,0.800,120000.0000,5.99,11.12,20180628,106.0000,20221222,128029,110307.060000,20180116
1,113017,601929,2.950,1.000,156000.0000,2.07,3.84,20180702,106.0000,20231227,191017,155909.000000,20180115
1,110041,600863,2.690,1.000,187522.0000,1.88,3.50,20180628,106.0000,20231222,190041,187293.900000,20180109
0,123002,300388,8.480,1.000,59700.0000,5.94,11.02,20180530,106.0000,20231124,123002,25221.050000,20171225
1,110038,600566,24.270,0.800,84316.0000,12.14,30.34,20180517,106.0000,20221113,190038,63077.670000,20171129
1,113502,603822,44.790,1.000,18500.0000,31.35,58.23,20180517,108.0000,20231110,191502,18470.440000,20171127
1,113016,601127,15.700,1.000,150000.0000,10.99,20.41,20180511,106.0000,20231106,191016,88127.760000,20171121
1,113014,601222,8.540,1.000,300000.0000,5.98,11.10,20180503,106.0000,20231027,191014,299985.800000,20171113
1,113013,601211,19.010,1.500,700000.0000,,24.71,20180108,105.0000,20230707,191013,699020.800000,20170724
1,113012,601311,10.060,1.300,71700.0000,7.04,13.08,20171009,105.0000,20230324,191012,50956.760000,20170413
1,113011,601818,3.760,1.500,3000000.0000,,4.89,20170918,105.0000,20230317,191011,2419897.200000,20170405
1,113009,601238,14.230,,410558.0000,9.96,18.50,20160722,106.0000,20220122,191009,254914.590000,20160204
1,110034,600998,18.320,1.600,150000.0000,12.82,23.82,20160721,108.0000,20220115,190034,149927.900000,20160129
1,110033,600755,7.190,1.700,280000.0000,5.03,9.35,20160705,108.0000,20220105,190033,121173.940000,20160119
1,110031,600271,21.560,1.600,240000.0000,15.09,28.03,20151214,107.0000,20210612,190031,239872.080000,20150630
1,113008,601727,5.130,1.600,600000.0000,3.59,6.67,20150803,106.6000,20210202,191008,441381.470000,20150216
0,127018,000761,5.030,0.600,680000.0000,3.52,6.54,20210104,119.0000,20260629,,680000.000000,20200804
0,127017,000789,14.160,0.400,100000.0000,9.91,18.41,20201209,113.0000,20260603,,100000.000000,20200702
0,127016,000726,8.910,0.300,140000.0000,6.24,11.58,20201015,111.0000,20260409,127016,139995.780000,20200513
0,127015,000876,19.630,0.200,400000.0000,13.74,25.52,20200709,106.0000,20260103,127015,181859.560000,20200204
0,128090,002510,4.210,0.300,47100.0000,2.95,5.47,20200703,110.0000,20251227,128090,46682.900000,20200123
0,128093,002455,5.870,0.500,52000.0000,4.11,7.63,20200709,120.0000,20260103,128093,51978.600000,20200121
0,128091,002873,16.390,0.600,17730.0000,11.47,21.31,20200706,113.0000,20251230,128091,17648.410000,20200117
0,128087,002083,6.300,0.400,65000.0000,4.41,8.19,20200623,108.0000,20251217,128087,64991.040000,20200116
0,128085,002002,3.920,0.400,242678.0000,2.74,5.10,20200622,118.0000,20251216,128085,242568.700000,20200108
0,128082,002806,11.710,0.600,35240.0000,8.20,15.22,20200610,115.0000,20251204,128082,35224.300000,20200106
0,128083,002376,11.700,0.300,87700.0000,8.19,15.21,20200618,110.0000,20251212,128083,87690.420000,20191231
0,128081,002203,9.760,0.300,315000.0000,6.83,12.69,20200527,110.0000,20251121,128081,314995.640000,20191216
0,128079,002846,13.410,0.600,21400.0000,9.39,17.43,20200427,112.0000,20251021,128079,15290.360000,20191121
0,127014,000065,8.750,0.800,57821.0000,6.13,11.38,20200430,110.0000,20251024,127014,57811.790000,20191121
0,128078,002368,22.400,0.600,100000.0000,15.68,29.12,20200427,112.0000,20251021,128078,96038.000000,20191108
0,128076,002722,14.760,0.600,21400.0000,10.33,19.19,20200420,110.0000,20251014,128076,21385.670000,20191108
0,128075,002406,5.540,0.600,89370.0000,3.88,7.20,20200327,110.0000,20250923,128075,71128.380000,20191031
0,128074,002174,16.970,0.600,115000.0000,11.88,22.06,20200327,115.0000,20250923,128074,68331.730000,20191021
